,Checked (everything but nblast clusters and indirect pathways),Flywire ID_updated,v630 ID,vPN or LVIN,FlyWire Super Class,Source of Visual Input,Cell Body Position,NT prediction,NT prediction score,NBLAST cluster,Type,Type Code,Pathway type to MB Left,Pathway type to MB Right,Synapses to KCg-d_Left,# of KCg-d Partners_Left,Synapses to KCg-d_Right,# of KCg-d Partners_Right,Synapse sum to LVINs,Synapse sum to LVINs left,Mirror Twin Ints,Is Mirror Twin a Direct KCgd Input (v630)?,Notes,RF_size
1197,,720575940628050279,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,111
1179,,720575940621242657,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,70
1181,,720575940630761770,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,49
1182,,720575940615123250,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,67
1183,,720575940614730035,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,129
1184,,720575940630835511,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,137
1185,,720575940632129848,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,114
1186,,720575940619219264,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,62
1198,,720575940614353258,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,69
1187,,720575940617826624,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,32
1189,,720575940630606147,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,68
1190,,720575940638626118,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,69
1191,,720575940627386703,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,71
1192,,720575940620267856,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,11
1193,,720575940621316443,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,142
1194,,720575940618924379,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,116
1195,,720575940608610652,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,81
1196,,720575940610429282,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,48
1188,,720575940619202880,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,22
1219,,720575940615238075,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,73
1134,,720575940630736953,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,59
1132,,720575940617678897,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,29
1071,,720575940625846044,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,90
1072,,720575940625723164,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,74
1073,,720575940630368042,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,81
1074,,720575940629016364,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,93
1075,,720575940630466346,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,46
1076,,720575940633251629,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,72
1077,,720575940629786412,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,44
1078,,720575940625149744,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,69
1079,,720575940614508338,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,108
1080,,720575940630474553,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,21
1081,,720575940638822205,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,50
1082,,720575940637019974,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,78
1083,,720575940623208269,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,63
1084,,720575940629565263,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,115
1085,,720575940620578645,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,135
1086,,720575940633956191,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,66
1087,,720575940621225825,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,39
1070,,720575940644065047,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,54
1069,,720575940622274328,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,37
1068,,720575940621881112,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,97
1067,,720575940611821334,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,95
1049,,720575940632424147,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,63
1050,,720575940620226264,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,55
1051,,720575940616040153,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,122
1052,,720575940621020893,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,57
1053,,720575940622462685,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,84
1054,,720575940622864107,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,115
1055,,720575940634529528,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,56
1056,,720575940631342843,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,68
1088,,720575940611600226,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,69
1057,,720575940623462141,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,68
1059,,720575940609068809,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,83
1060,,720575940626476810,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,51
1061,,720575940614786828,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,58
1062,,720575940627975952,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,44
1063,,720575940626566931,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,68
1064,,720575940618071828,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,58
1065,,720575940611387158,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,52
1066,,720575940643991319,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,39
1058,,720575940622495487,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,44
1089,,720575940634955631,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,53
1090,,720575940627296122,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,116
1091,,720575940621201279,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,41
1114,,720575940620464112,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,69
1115,,720575940620472304,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,24
1116,,720575940610633714,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,81
1117,,720575940623306739,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,74
1118,,720575940616474625,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,64
1119,,720575940627042308,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,85
1120,,720575940628819974,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,72
1121,,720575940607520777,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,44
1113,,720575940619341806,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,50
1122,,720575940611567638,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,88
1125,,720575940632891417,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,79
1126,,720575940624887845,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,14
1127,,720575940623945766,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,80
1128,,720575940629106731,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,34
1129,,720575940631867437,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,72
1130,,720575940631728175,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,84
1131,,720575940624429104,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,52
1123,,720575940644966423,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,29
1133,,720575940632481849,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,84
1112,,720575940612231139,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,56
1110,,720575940603949024,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,68
1092,,720575940659695489,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,21
1093,,720575940626313093,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,68
1094,,720575940640018317,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,45
1095,,720575940640944013,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,60
1096,,720575940635479950,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,83
1097,,720575940634185626,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,114
1098,,720575940619685803,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,98
1099,,720575940631408557,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,25
1111,,720575940613672931,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,89
1100,,720575940631973805,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,81
1102,,720575940626689978,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,26
1103,,720575940633194431,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,89
1104,,720575940629753807,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,108
1105,,720575940613337041,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,67
1106,,720575940631924691,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,57
1107,,720575940622069718,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,40
1108,,720575940640305115,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,130
1109,,720575940629311452,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,114
1101,,720575940623585208,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,109
1220,,720575940618785217,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,136
1221,,720575940614836678,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,110
1222,,720575940622307789,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,19
1333,,720575940626371465,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,54
1334,,720575940614402966,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,88
1335,,720575940634186647,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,46
1336,,720575940616344477,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,145
1337,,720575940653896609,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,52
1338,,720575940627108776,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,123
1339,,720575940605686700,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,50
1340,,720575940604646316,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,119
1341,,720575940636873646,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,117
1342,,720575940605285297,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,51
1343,,720575940623340469,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,37
1344,,720575940624208824,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,119
1345,,720575940625421242,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,82
1346,,720575940621882308,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,111
1347,,720575940616074196,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,19
1348,,720575940616934356,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,77
1349,,720575940609790933,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,55
1331,,720575940606268290,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,36
1330,,720575940620186495,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,23
1329,,720575940648768377,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,92
1311,,720575940627100444,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,91
1312,,720575940625634078,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,60
1313,,720575940617253666,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,61
1314,,720575940622570278,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,42
1315,,720575940623921961,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,134
1316,,720575940613321523,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,74
1317,,720575940637602621,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,70
1318,,720575940617466693,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,82
1350,,720575940621390806,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,87
1319,,720575940638880582,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,150
1321,,720575940631982929,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,48
1322,,720575940627305298,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,71
1323,,720575940630016855,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,68
1324,,720575940607415132,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,31
1325,,720575940633580384,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,107
1326,,720575940628206439,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,57
1327,,720575940629246825,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,23
1328,,720575940636529520,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,86
698,,720575940637673798,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,50
1351,,720575940636234718,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,50
1352,,720575940632998881,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,66
1353,,720575940612142051,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,43
1376,,720575940632859731,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,40
1377,,720575940631376983,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,123
1378,,720575940637275226,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,53
1379,,720575940621235294,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,50
1380,,720575940635145311,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,29
1381,,720575940635636837,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,76
1382,,720575940636144752,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,66
1383,,720575940620211316,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,71
1375,,720575940638282830,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,390
1384,,720575940628870270,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,21
1386,,720575940616713355,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,122
1387,,720575940616180881,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,114
1388,,720575940624020624,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,53
1389,,720575940634776727,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,180
1390,,720575940610421913,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,33
1391,,720575940633351322,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,74
1392,,720575940630951076,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,81
1393,,720575940607947954,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,181
1385,,720575940607546498,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,25
1310,,720575940621914904,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,151
1374,,720575940628395080,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,89
1372,,720575940618064950,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,93
1354,,720575940624094183,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,37
1355,,720575940637152233,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,20
1356,,720575940622644202,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,111
1357,,720575940625142763,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,123
1358,,720575940619252718,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,85
1359,,720575940623905779,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,60
1360,,720575940634194936,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,161
1361,,720575940625437698,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,179
1373,,720575940619760705,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,64
1362,,720575940622775303,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,58
1364,,720575940627575825,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,41
1365,,720575940634252313,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,31
1366,,720575940645032996,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,53
1367,,720575940621964326,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,45
1368,,720575940613280808,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,68
1369,,720575940631450669,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,90
1370,,720575940609561646,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,47
1371,,720575940608422958,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,124
1363,,720575940630524943,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,46
1309,,720575940626903829,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,33
1308,,720575940626920209,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,26
1307,,720575940616024844,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,26
1245,,720575940623307303,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,80
1246,,720575940623299111,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,125
1247,,720575940630221354,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,27
1248,,720575940624306736,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,35
1249,,720575940618433073,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,128
1250,,720575940615369266,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,86
1251,,720575940614296115,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,45
1252,,720575940619399734,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,12
1244,,720575940623651366,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,93
1253,,720575940625044030,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,56
1255,,720575940637905478,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,113
1256,,720575940626715208,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,40
1257,,720575940623446601,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,92
1258,,720575940622144076,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,31
1259,,720575940621398604,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,77
1260,,720575940638421582,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,131
1261,,720575940629361231,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,30
1262,,720575940631745107,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,54
1254,,720575940619973185,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,69
1263,,720575940620546645,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,33
1241,,720575940622488088,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,53
1223,,720575940613771743,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,71
1224,,720575940614230495,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,46
1225,,720575940613304803,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,134
1226,,720575940612559341,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,76
1227,,720575940619686383,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,55
1228,,720575940610650610,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,63
1229,,720575940639453685,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,174
1230,,720575940650783222,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,90
1242,,720575940625175068,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,124
1231,,720575940625396226,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,58
1233,,720575940627255811,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,49
1234,,720575940623585800,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,146
1235,,720575940609192457,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,67
1236,,720575940614738444,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,119
1237,,720575940621816333,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,27
1238,,720575940629697039,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,29
1239,,720575940627100176,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,44
1240,,720575940642959895,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,47
1232,,720575940626395652,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,67
1048,,720575940630204098,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,81
1264,,720575940633104992,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,100
1266,,720575940624683620,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,52
1289,,720575940625216202,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,79
1290,,720575940609454798,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,72
1291,,720575940629459671,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,86
1292,,720575940602483424,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,219
1293,,720575940624257770,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,77
1294,,720575940619506415,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,142
1295,,720575940622127856,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,63
1296,,720575940620473072,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,74
1288,,720575940619367105,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,55
1297,,720575940612526834,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,92
1299,,720575940613837566,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,74
1300,,720575940628026112,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,74
1301,,720575940625675010,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,64
1302,,720575940628812547,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,40
1303,,720575940626535172,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,23
1304,,720575940627419910,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,80
1305,,720575940614918924,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,45
1306,,720575940613829388,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,104
1298,,720575940626617084,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,120
1265,,720575940620218977,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,124
1287,,720575940620227264,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,61
1285,,720575940624143036,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,34
1267,,720575940637004389,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,29
1268,,720575940624896612,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,59
1269,,720575940636201584,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,102
1270,,720575940645925508,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,81
1271,,720575940626494089,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,89
1272,,720575940641706637,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,84
1273,,720575940628271759,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,361
1274,,720575940624945808,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,84
1286,,720575940604834494,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,73
1275,,720575940616491665,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,38
1277,,720575940632769180,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,123
1278,,720575940638126755,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,89
1279,,720575940639109795,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,72
1280,,720575940620145318,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,26
1281,,720575940612657834,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,10
1282,,720575940613763759,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,128
1283,,720575940634276532,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,55
1284,,720575940619981494,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,141
1276,,720575940615058070,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,16
1047,,720575940618940096,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,65
1320,,720575940637119302,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,73
1045,,720575940620480182,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,65
810,,720575940616448769,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,118
811,,720575940627475203,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,74
812,,720575940607429385,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,41
813,,720575940625033998,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,24
814,,720575940625746709,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,94
815,,720575940625369884,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,82
816,,720575940627172124,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,22
817,,720575940625287964,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,104
818,,720575940622723878,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,71
819,,720575940632013610,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,71
820,,720575940624755504,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,122
821,,720575940616981312,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,91
822,,720575940617005888,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,74
823,,720575940619987777,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,93
824,,720575940615957314,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,124
825,,720575940609166148,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,55
826,,720575940625558349,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,68
809,,720575940630629120,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,38
808,,720575940630317824,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,13
807,,720575940650937078,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,65
806,,720575940627622641,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,37
788,,720575940623346357,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,22
789,,720575940621003446,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,27
790,,720575940619479744,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,28
791,,720575940630088389,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,85
792,,720575940614572742,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,93
793,,720575940626311882,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,29
794,,720575940618275531,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,87
795,,720575940639926992,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,32
827,,720575940637952846,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,78
796,,720575940609428178,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,36
798,,720575940620167896,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,80
799,,720575940630727388,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,63
800,,720575940615867103,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,92
801,,720575940632496865,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,65
802,,720575940611787493,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,52
803,,720575940638640873,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,98
804,,720575940623043307,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,65
805,,720575940619365102,,,,Lo: all VPNs,,,,,,,,,,,,,,,,,,46
